product_id,product_name,brand,product_color,subcategory_id,subcategory,category_id,category,unit_cost_usd,unit_price_usd
1861,NT Washer & Dryer 15.5in E1550 Blue,Northwind Traders,Blue,801,Washers & Dryers,8,Home Appliances,509.78,999.9
1862,NT Washer & Dryer 27in L2700 Green,Northwind Traders,Green,801,Washers & Dryers,8,Home Appliances,878.96,2652.9
1863,NT Washer & Dryer 25.5in M2550 Green,Northwind Traders,Green,801,Washers & Dryers,8,Home Appliances,915.08,1989.9
1864,NT Washer & Dryer 24in M2400 Green,Northwind Traders,Green,801,Washers & Dryers,8,Home Appliances,836.45,1818.9
1865,NT Washer & Dryer 21in E2100 Green,Northwind Traders,Green,801,Washers & Dryers,8,Home Appliances,815.68,1599.9
1866,NT Washer & Dryer 15.5in E1550 Green,Northwind Traders,Green,801,Washers & Dryers,8,Home Appliances,509.78,999.9
1867,Contoso Washer & Dryer 27in L270 White,Contoso,White,801,Washers & Dryers,8,Home Appliances,878.66,2652
1868,Contoso Washer & Dryer 25.5in M255 White,Contoso,White,801,Washers & Dryers,8,Home Appliances,914.67,1989
1869,Contoso Washer & Dryer 24in M240 White,Contoso,White,801,Washers & Dryers,8,Home Appliances,836.03,1818
1870,Contoso Washer & Dryer 21in E210 White,Contoso,White,801,Washers & Dryers,8,Home Appliances,815.22,1599
1871,Contoso Washer & Dryer 15.5in E155 White,Contoso,White,801,Washers & Dryers,8,Home Appliances,509.32,999
1872,Contoso Washer & Dryer 27in L270 Silver,Contoso,Silver,801,Washers & Dryers,8,Home Appliances,878.66,2652
1873,Contoso Washer & Dryer 25.5in M255 Silver,Contoso,Silver,801,Washers & Dryers,8,Home Appliances,914.67,1989
1874,Contoso Washer & Dryer 24in M240 Silver,Contoso,Silver,801,Washers & Dryers,8,Home Appliances,836.03,1818
1875,Contoso Washer & Dryer 21in E210 Silver,Contoso,Silver,801,Washers & Dryers,8,Home Appliances,815.22,1599
1876,Contoso Washer & Dryer 15.5in E155 Silver,Contoso,Silver,801,Washers & Dryers,8,Home Appliances,509.32,999
1877,Contoso Washer & Dryer 27in L270 Blue,Contoso,Blue,801,Washers & Dryers,8,Home Appliances,878.66,2652
1878,Contoso Washer & Dryer 25.5in M255 Blue,Contoso,Blue,801,Washers & Dryers,8,Home Appliances,914.67,1989
1879,Contoso Washer & Dryer 24in M240 Blue,Contoso,Blue,801,Washers & Dryers,8,Home Appliances,836.03,1818
1880,Contoso Washer & Dryer 21in E210 Blue,Contoso,Blue,801,Washers & Dryers,8,Home Appliances,815.22,1599
1881,Contoso Washer & Dryer 15.5in E155 Blue,Contoso,Blue,801,Washers & Dryers,8,Home Appliances,509.32,999
1882,Contoso Washer & Dryer 27in L270 Green,Contoso,Green,801,Washers & Dryers,8,Home Appliances,878.66,2652
1883,Contoso Washer & Dryer 25.5in M255 Green,Contoso,Green,801,Washers & Dryers,8,Home Appliances,914.67,1989
1884,Contoso Washer & Dryer 24in M240 Green,Contoso,Green,801,Washers & Dryers,8,Home Appliances,836.03,1818
1885,Contoso Washer & Dryer 21in E210 Green,Contoso,Green,801,Washers & Dryers,8,Home Appliances,815.22,1599
1886,Contoso Washer & Dryer 15.5in E155 Green,Contoso,Green,801,Washers & Dryers,8,Home Appliances,509.32,999
1887,Contoso Washer & Dryer 27in L270 Red,Contoso,Red,801,Washers & Dryers,8,Home Appliances,878.66,2652
1888,Contoso Washer & Dryer 25.5in M255 Red,Contoso,Red,801,Washers & Dryers,8,Home Appliances,914.67,1989
1889,Contoso Washer & Dryer 24in M240 Red,Contoso,Red,801,Washers & Dryers,8,Home Appliances,836.03,1818
1890,Contoso Washer & Dryer 21in E210 Red,Contoso,Red,801,Washers & Dryers,8,Home Appliances,815.22,1599
1891,Contoso Washer & Dryer 15.5in E155 Red,Contoso,Red,801,Washers & Dryers,8,Home Appliances,509.32,999
1892,Contoso Washer & Dryer 27in L270 Pink,Contoso,Pink,801,Washers & Dryers,8,Home Appliances,878.66,2652
1893,Contoso Washer & Dryer 25.5in M255 Pink,Contoso,Pink,801,Washers & Dryers,8,Home Appliances,914.67,1989
1894,Contoso Washer & Dryer 24in M240 Pink,Contoso,Pink,801,Washers & Dryers,8,Home Appliances,836.03,1818
1895,Contoso Washer & Dryer 21in E210 Pink,Contoso,Pink,801,Washers & Dryers,8,Home Appliances,815.22,1599
1896,Contoso Washer & Dryer 15.5in E155 Pink,Contoso,Pink,801,Washers & Dryers,8,Home Appliances,509.32,999
1901,Fabrikam Refrigerator 3.2CuFt E1600 White,Fabrikam,White,802,Refrigerators,8,Home Appliances,142.75,279.99
1907,Fabrikam Refrigerator 3.2CuFt E1600 Brown,Fabrikam,Brown,802,Refrigerators,8,Home Appliances,142.75,279.99
1913,Fabrikam Refrigerator 3.2CuFt E1600 Silver,Fabrikam,Silver,802,Refrigerators,8,Home Appliances,142.75,279.99
1919,Fabrikam Refrigerator 3.2CuFt E1600 Green,Fabrikam,Green,802,Refrigerators,8,Home Appliances,142.75,279.99
1925,Fabrikam Refrigerator 3.2CuFt E1600 Blue,Fabrikam,Blue,802,Refrigerators,8,Home Appliances,142.75,279.99
1931,Fabrikam Refrigerator 3.2CuFt E1600 Grey,Fabrikam,Grey,802,Refrigerators,8,Home Appliances,142.75,279.99
1937,Fabrikam Refrigerator 3.2CuFt E1600 Orange,Fabrikam,Orange,802,Refrigerators,8,Home Appliances,142.75,279.99
1943,Litware Refrigerator 3.2CuFt E160 White,Litware,White,802,Refrigerators,8,Home Appliances,142.75,279.99
1949,Litware Refrigerator 3.2CuFt E160 Brown,Litware,Brown,802,Refrigerators,8,Home Appliances,142.75,279.99
1955,Litware Refrigerator 3.2CuFt E160 Silver,Litware,Silver,802,Refrigerators,8,Home Appliances,142.75,279.99
1961,Litware Refrigerator 3.2CuFt E160 Green,Litware,Green,802,Refrigerators,8,Home Appliances,142.75,279.99
1967,Litware Refrigerator 3.2CuFt E160 Blue,Litware,Blue,802,Refrigerators,8,Home Appliances,142.75,279.99
1973,Litware Refrigerator 3.2CuFt E160 Grey,Litware,Grey,802,Refrigerators,8,Home Appliances,142.75,279.99
1979,Litware Refrigerator 3.2CuFt E160 Orange,Litware,Orange,802,Refrigerators,8,Home Appliances,142.75,279.99
1899,Fabrikam Refrigerator 9.7CuFt M5600 White,Fabrikam,White,802,Refrigerators,8,Home Appliances,226.71,493
1905,Fabrikam Refrigerator 9.7CuFt M5600 Brown,Fabrikam,Brown,802,Refrigerators,8,Home Appliances,226.71,493
1911,Fabrikam Refrigerator 9.7CuFt M5600 Silver,Fabrikam,Silver,802,Refrigerators,8,Home Appliances,226.71,493
1917,Fabrikam Refrigerator 9.7CuFt M5600 Green,Fabrikam,Green,802,Refrigerators,8,Home Appliances,226.71,493
1923,Fabrikam Refrigerator 9.7CuFt M5600 Blue,Fabrikam,Blue,802,Refrigerators,8,Home Appliances,226.71,493
1929,Fabrikam Refrigerator 9.7CuFt M5600 Grey,Fabrikam,Grey,802,Refrigerators,8,Home Appliances,226.71,493
1935,Fabrikam Refrigerator 9.7CuFt M5600 Orange,Fabrikam,Orange,802,Refrigerators,8,Home Appliances,226.71,493
1941,Litware Refrigerator 9.7CuFt M560 White,Litware,White,802,Refrigerators,8,Home Appliances,226.71,493
1947,Litware Refrigerator 9.7CuFt M560 Brown,Litware,Brown,802,Refrigerators,8,Home Appliances,226.71,493
1953,Litware Refrigerator 9.7CuFt M560 Silver,Litware,Silver,802,Refrigerators,8,Home Appliances,226.71,493
1959,Litware Refrigerator 9.7CuFt M560 Green,Litware,Green,802,Refrigerators,8,Home Appliances,226.71,493
1965,Litware Refrigerator 9.7CuFt M560 Blue,Litware,Blue,802,Refrigerators,8,Home Appliances,226.71,493
1971,Litware Refrigerator 9.7CuFt M560 Grey,Litware,Grey,802,Refrigerators,8,Home Appliances,226.71,493
1977,Litware Refrigerator 9.7CuFt M560 Orange,Litware,Orange,802,Refrigerators,8,Home Appliances,226.71,493
1982,Litware Refrigerator 9.7CuFt M560 Red,Litware,Red,802,Refrigerators,8,Home Appliances,226.71,493
1898,Fabrikam Refrigerator 19CuFt M7600 White,Fabrikam,White,802,Refrigerators,8,Home Appliances,413.42,899
1904,Fabrikam Refrigerator 19CuFt M7600 Brown,Fabrikam,Brown,802,Refrigerators,8,Home Appliances,413.42,899
1910,Fabrikam Refrigerator 19CuFt M7600 Silver,Fabrikam,Silver,802,Refrigerators,8,Home Appliances,413.42,899
1916,Fabrikam Refrigerator 19CuFt M7600 Green,Fabrikam,Green,802,Refrigerators,8,Home Appliances,413.42,899
1922,Fabrikam Refrigerator 19CuFt M7600 Blue,Fabrikam,Blue,802,Refrigerators,8,Home Appliances,413.42,899
1928,Fabrikam Refrigerator 19CuFt M7600 Grey,Fabrikam,Grey,802,Refrigerators,8,Home Appliances,413.42,899
1934,Fabrikam Refrigerator 19CuFt M7600 Orange,Fabrikam,Orange,802,Refrigerators,8,Home Appliances,413.42,899
1940,Litware Refrigerator 19CuFt M760 White,Litware,White,802,Refrigerators,8,Home Appliances,413.42,899
1946,Litware Refrigerator 19CuFt M760 Brown,Litware,Brown,802,Refrigerators,8,Home Appliances,413.42,899
1952,Litware Refrigerator 19CuFt M760 Silver,Litware,Silver,802,Refrigerators,8,Home Appliances,413.42,899
1958,Litware Refrigerator 19CuFt M760 Green,Litware,Green,802,Refrigerators,8,Home Appliances,413.42,899
1964,Litware Refrigerator 19CuFt M760 Blue,Litware,Blue,802,Refrigerators,8,Home Appliances,413.42,899
1970,Litware Refrigerator 19CuFt M760 Grey,Litware,Grey,802,Refrigerators,8,Home Appliances,413.42,899
1976,Litware Refrigerator 19CuFt M760 Orange,Litware,Orange,802,Refrigerators,8,Home Appliances,413.42,899
1981,Litware Refrigerator 19CuFt M760 Red,Litware,Red,802,Refrigerators,8,Home Appliances,413.42,899
1897,Fabrikam Refrigerator 24.7CuFt X9800 White,Fabrikam,White,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1903,Fabrikam Refrigerator 24.7CuFt X9800 Brown,Fabrikam,Brown,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1909,Fabrikam Refrigerator 24.7CuFt X9800 Silver,Fabrikam,Silver,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1915,Fabrikam Refrigerator 24.7CuFt X9800 Green,Fabrikam,Green,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1921,Fabrikam Refrigerator 24.7CuFt X9800 Blue,Fabrikam,Blue,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1927,Fabrikam Refrigerator 24.7CuFt X9800 Grey,Fabrikam,Grey,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1933,Fabrikam Refrigerator 24.7CuFt X9800 Orange,Fabrikam,Orange,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1939,Litware Refrigerator 24.7CuFt X980 White,Litware,White,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1945,Litware Refrigerator 24.7CuFt X980 Brown,Litware,Brown,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1951,Litware Refrigerator 24.7CuFt X980 Silver,Litware,Silver,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1957,Litware Refrigerator 24.7CuFt X980 Green,Litware,Green,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1963,Litware Refrigerator 24.7CuFt X980 Blue,Litware,Blue,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1969,Litware Refrigerator 24.7CuFt X980 Grey,Litware,Grey,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1975,Litware Refrigerator L1200 Orange,Litware,Orange,802,Refrigerators,8,Home Appliances,1060.22,3199.99
1900,Fabrikam Refrigerator 4.6CuFt E2800 White,Fabrikam,White,802,Refrigerators,8,Home Appliances,152.94,299.99
1906,Fabrikam Refrigerator 4.6CuFt E2800 Brown,Fabrikam,Brown,802,Refrigerators,8,Home Appliances,152.94,299.99
1912,Fabrikam Refrigerator 4.6CuFt E2800 Silver,Fabrikam,Silver,802,Refrigerators,8,Home Appliances,152.94,299.99
1918,Fabrikam Refrigerator 4.6CuFt E2800 Green,Fabrikam,Green,802,Refrigerators,8,Home Appliances,152.94,299.99
1924,Fabrikam Refrigerator 4.6CuFt E2800 Blue,Fabrikam,Blue,802,Refrigerators,8,Home Appliances,152.94,299.99
1930,Fabrikam Refrigerator 4.6CuFt E2800 Grey,Fabrikam,Grey,802,Refrigerators,8,Home Appliances,152.94,299.99
1936,Fabrikam Refrigerator 4.6CuFt E2800 Orange,Fabrikam,Orange,802,Refrigerators,8,Home Appliances,152.94,299.99
1942,Litware Refrigerator 4.6CuFt E280 White,Litware,White,802,Refrigerators,8,Home Appliances,152.94,299.99
1948,Litware Refrigerator 4.6CuFt E280 Brown,Litware,Brown,802,Refrigerators,8,Home Appliances,152.94,299.99
1954,Litware Refrigerator 4.6CuFt E280 Silver,Litware,Silver,802,Refrigerators,8,Home Appliances,152.94,299.99
1960,Litware Refrigerator 4.6CuFt E280 Green,Litware,Green,802,Refrigerators,8,Home Appliances,152.94,299.99
1966,Litware Refrigerator 4.6CuFt E280 Blue,Litware,Blue,802,Refrigerators,8,Home Appliances,152.94,299.99
1972,Litware Refrigerator 4.6CuFt E280 Grey,Litware,Grey,802,Refrigerators,8,Home Appliances,152.94,299.99
1978,Litware Refrigerator 4.6CuFt E280 Orange,Litware,Orange,802,Refrigerators,8,Home Appliances,152.94,299.99
1902,Fabrikam Refrigerator 1.7CuFt E1200 White,Fabrikam,White,802,Refrigerators,8,Home Appliances,66.27,129.99
1908,Fabrikam Refrigerator 1.7CuFt E1200 Brown,Fabrikam,Brown,802,Refrigerators,8,Home Appliances,66.27,129.99
1914,Fabrikam Refrigerator 1.7CuFt E1200 Silver,Fabrikam,Silver,802,Refrigerators,8,Home Appliances,66.27,129.99
1920,Fabrikam Refrigerator 1.7CuFt E1200 Green,Fabrikam,Green,802,Refrigerators,8,Home Appliances,66.27,129.99
1926,Fabrikam Refrigerator 1.7CuFt E1200 Blue,Fabrikam,Blue,802,Refrigerators,8,Home Appliances,66.27,129.99
1932,Fabrikam Refrigerator 1.7CuFt E1200 Grey,Fabrikam,Grey,802,Refrigerators,8,Home Appliances,66.27,129.99
1938,Fabrikam Refrigerator 1.7CuFt E1200 Orange,Fabrikam,Orange,802,Refrigerators,8,Home Appliances,66.27,129.99
1944,Litware Refrigerator 1.7CuFt E120 White,Litware,White,802,Refrigerators,8,Home Appliances,66.27,129.99
1950,Litware Refrigerator 1.7CuFt E120 Brown,Litware,Brown,802,Refrigerators,8,Home Appliances,66.27,129.99
1956,Litware Refrigerator 1.7CuFt E120 Silver,Litware,Silver,802,Refrigerators,8,Home Appliances,66.27,129.99
1962,Litware Refrigerator 1.7CuFt E120 Green,Litware,Green,802,Refrigerators,8,Home Appliances,66.27,129.99
1968,Litware Refrigerator 1.7CuFt E120 Blue,Litware,Blue,802,Refrigerators,8,Home Appliances,66.27,129.99
1974,Litware Refrigerator 1.7CuFt E120 Grey,Litware,Grey,802,Refrigerators,8,Home Appliances,66.27,129.99
1980,Litware Refrigerator 1.7CuFt E120 Orange,Litware,Orange,802,Refrigerators,8,Home Appliances,66.27,129.99
1983,Fabrikam Microwave 1.5CuFt X1100 White,Fabrikam,White,803,Microwaves,8,Home Appliances,220.64,665.94
1989,Fabrikam Microwave 1.5CuFt X1100 Silver,Fabrikam,Silver,803,Microwaves,8,Home Appliances,220.64,665.94
1995,Fabrikam Microwave 1.5CuFt X1100 Grey,Fabrikam,Grey,803,Microwaves,8,Home Appliances,220.64,665.94
2001,Fabrikam Microwave 1.5CuFt X1100 Red,Fabrikam,Red,803,Microwaves,8,Home Appliances,220.64,665.94
2007,Fabrikam Microwave 1.5CuFt X1100 Black,Fabrikam,Black,803,Microwaves,8,Home Appliances,220.64,665.94
2013,Fabrikam Microwave 1.5CuFt X1100 Blue,Fabrikam,Blue,803,Microwaves,8,Home Appliances,220.64,665.94
2019,Litware Microwave 1.5CuFt X110 White,Litware,White,803,Microwaves,8,Home Appliances,220.64,665.94
2025,Litware Microwave 1.5CuFt X110 Silver,Litware,Silver,803,Microwaves,8,Home Appliances,220.64,665.94
2031,Litware Microwave 1.5CuFt X110 Grey,Litware,Grey,803,Microwaves,8,Home Appliances,220.64,665.94
2037,Litware Microwave 1.5CuFt X110 Red,Litware,Red,803,Microwaves,8,Home Appliances,220.64,665.94
2043,Litware Microwave 1.5CuFt X110 Black,Litware,Black,803,Microwaves,8,Home Appliances,220.64,665.94
2049,Litware Microwave 1.5CuFt X110 Blue,Litware,Blue,803,Microwaves,8,Home Appliances,220.64,665.94
2055,Contoso Microwave 1.5CuFt X0110 White,Contoso,White,803,Microwaves,8,Home Appliances,220.64,665.94
2061,Contoso Microwave 1.5CuFt X0110 Silver,Contoso,Silver,803,Microwaves,8,Home Appliances,220.64,665.94
2067,Contoso Microwave 1.5CuFt X0110 Grey,Contoso,Grey,803,Microwaves,8,Home Appliances,220.64,665.94
2073,Contoso Microwave 1.5CuFt X0110 Red,Contoso,Red,803,Microwaves,8,Home Appliances,220.64,665.94
2079,Contoso Microwave 1.5CuFt X0110 Black,Contoso,Black,803,Microwaves,8,Home Appliances,220.64,665.94
1987,Fabrikam Microwave 0.9CuFt E0900 White,Fabrikam,White,803,Microwaves,8,Home Appliances,50.98,99.99
1993,Fabrikam Microwave 0.9CuFt E0900 Silver,Fabrikam,Silver,803,Microwaves,8,Home Appliances,50.98,99.99
1999,Fabrikam Microwave 0.9CuFt E0900 Grey,Fabrikam,Grey,803,Microwaves,8,Home Appliances,50.98,99.99
2005,Fabrikam Microwave 0.9CuFt E0900 Red,Fabrikam,Red,803,Microwaves,8,Home Appliances,50.98,99.99
2011,Fabrikam Microwave 0.9CuFt E0900 Black,Fabrikam,Black,803,Microwaves,8,Home Appliances,50.98,99.99
2017,Fabrikam Microwave 0.9CuFt E0900 Blue,Fabrikam,Blue,803,Microwaves,8,Home Appliances,50.98,99.99
2023,Litware Microwave 0.9CuFt E090 White,Litware,White,803,Microwaves,8,Home Appliances,50.98,99.99
2029,Litware Microwave 0.9CuFt E090 Silver,Litware,Silver,803,Microwaves,8,Home Appliances,50.98,99.99
2035,Litware Microwave 0.9CuFt E090 Grey,Litware,Grey,803,Microwaves,8,Home Appliances,50.98,99.99
2041,Litware Microwave 0.9CuFt E090 Red,Litware,Red,803,Microwaves,8,Home Appliances,50.98,99.99
2047,Litware Microwave 0.9CuFt E090 Black,Litware,Black,803,Microwaves,8,Home Appliances,50.98,99.99
2053,Litware Microwave 0.9CuFt E090 Blue,Litware,Blue,803,Microwaves,8,Home Appliances,50.98,99.99
2059,Contoso Microwave 0.9CuFt E0090 White,Contoso,White,803,Microwaves,8,Home Appliances,50.98,99.99
2065,Contoso Microwave 0.9CuFt E0090 Silver,Contoso,Silver,803,Microwaves,8,Home Appliances,50.98,99.99
2071,Contoso Microwave 0.9CuFt E0090 Grey,Contoso,Grey,803,Microwaves,8,Home Appliances,50.98,99.99
2077,Contoso Microwave 0.9CuFt E0090 Red,Contoso,Red,803,Microwaves,8,Home Appliances,50.98,99.99
2083,Contoso Microwave 0.9CuFt E0090 Black,Contoso,Black,803,Microwaves,8,Home Appliances,50.98,99.99
1986,Fabrikam Microwave 1.0CuFt E1100 White,Fabrikam,White,803,Microwaves,8,Home Appliances,71.37,139.99
1992,Fabrikam Microwave 1.0CuFt E1100 Silver,Fabrikam,Silver,803,Microwaves,8,Home Appliances,71.37,139.99
1998,Fabrikam Microwave 1.0CuFt E1100 Grey,Fabrikam,Grey,803,Microwaves,8,Home Appliances,71.37,139.99
2004,Fabrikam Microwave 1.0CuFt E1100 Red,Fabrikam,Red,803,Microwaves,8,Home Appliances,71.37,139.99
2010,Fabrikam Microwave 1.0CuFt E1100 Black,Fabrikam,Black,803,Microwaves,8,Home Appliances,71.37,139.99
2016,Fabrikam Microwave 1.0CuFt E1100 Blue,Fabrikam,Blue,803,Microwaves,8,Home Appliances,71.37,139.99
2022,Litware Microwave 1.0CuFt E110 White,Litware,White,803,Microwaves,8,Home Appliances,71.37,139.99
2028,Litware Microwave 1.0CuFt E110 Silver,Litware,Silver,803,Microwaves,8,Home Appliances,71.37,139.99
2034,Litware Microwave 1.0CuFt E110 Grey,Litware,Grey,803,Microwaves,8,Home Appliances,71.37,139.99
2040,Litware Microwave 1.0CuFt E110 Red,Litware,Red,803,Microwaves,8,Home Appliances,71.37,139.99
2046,Litware Microwave 1.0CuFt E110 Black,Litware,Black,803,Microwaves,8,Home Appliances,71.37,139.99
2052,Litware Microwave 1.0CuFt E110 Blue,Litware,Blue,803,Microwaves,8,Home Appliances,71.37,139.99
2058,Contoso Microwave 1.0CuFt E0110 White,Contoso,White,803,Microwaves,8,Home Appliances,71.37,139.99
2064,Contoso Microwave 1.0CuFt E0110 Silver,Contoso,Silver,803,Microwaves,8,Home Appliances,71.37,139.99
2070,Contoso Microwave 1.0CuFt E0110 Grey,Contoso,Grey,803,Microwaves,8,Home Appliances,71.37,139.99
2076,Contoso Microwave 1.0CuFt E0110 Red,Contoso,Red,803,Microwaves,8,Home Appliances,71.37,139.99
2082,Contoso Microwave 1.0CuFt E0110 Black,Contoso,Black,803,Microwaves,8,Home Appliances,71.37,139.99
1984,Fabrikam Microwave 2.2CuFt M1250 White,Fabrikam,White,803,Microwaves,8,Home Appliances,91.97,199.99
1990,Fabrikam Microwave 2.2CuFt M1250 Silver,Fabrikam,Silver,803,Microwaves,8,Home Appliances,91.97,199.99
1996,Fabrikam Microwave 2.2CuFt M1250 Grey,Fabrikam,Grey,803,Microwaves,8,Home Appliances,91.97,199.99
2002,Fabrikam Microwave 2.2CuFt M1250 Red,Fabrikam,Red,803,Microwaves,8,Home Appliances,91.97,199.99
2008,Fabrikam Microwave 2.2CuFt M1250 Black,Fabrikam,Black,803,Microwaves,8,Home Appliances,91.97,199.99
2014,Fabrikam Microwave 2.2CuFt M1250 Blue,Fabrikam,Blue,803,Microwaves,8,Home Appliances,91.97,199.99
2020,Litware Microwave 2.2CuFt M125 White,Litware,White,803,Microwaves,8,Home Appliances,91.97,199.99
2026,Litware Microwave 2.2CuFt M125 Silver,Litware,Silver,803,Microwaves,8,Home Appliances,91.97,199.99
2032,Litware Microwave 2.2CuFt M125 Grey,Litware,Grey,803,Microwaves,8,Home Appliances,91.97,199.99
2038,Litware Microwave 2.2CuFt M125 Red,Litware,Red,803,Microwaves,8,Home Appliances,91.97,199.99
2044,Litware Microwave 2.2CuFt M125 Black,Litware,Black,803,Microwaves,8,Home Appliances,91.97,199.99
2050,Litware Microwave 2.2CuFt M125 Blue,Litware,Blue,803,Microwaves,8,Home Appliances,91.97,199.99
2056,Contoso Microwave 2.2CuFt M0125 White,Contoso,White,803,Microwaves,8,Home Appliances,91.97,199.99
2062,Contoso Microwave 2.2CuFt M0125 Silver,Contoso,Silver,803,Microwaves,8,Home Appliances,91.97,199.99
2068,Contoso Microwave 2.2CuFt M0125 Grey,Contoso,Grey,803,Microwaves,8,Home Appliances,91.97,199.99
2074,Contoso Microwave 2.2CuFt M0125 Red,Contoso,Red,803,Microwaves,8,Home Appliances,91.97,199.99
2080,Contoso Microwave 2.2CuFt M0125 Black,Contoso,Black,803,Microwaves,8,Home Appliances,91.97,199.99
1988,Fabrikam Microwave 0.8CuFt E0800 White,Fabrikam,White,803,Microwaves,8,Home Appliances,48.43,94.99
1994,Fabrikam Microwave 0.8CuFt E0800 Silver,Fabrikam,Silver,803,Microwaves,8,Home Appliances,48.43,94.99
